Timestamp,Buy_Price,Sell_Price
177427247.1686,1051.9,807.9
177427249.1686,1051.9,807.9
177427251.1686,1051.9,807.9
177427253.1686,1051.9,807.9
177427255.1686,1051.9,807.9
177427257.1686,1051.9,807.9
177427259.1686,1051.9,807.9
177427261.1686,1051.9,807.9
177427263.1686,1051.9,807.9
177427265.1686,1051.9,807.9
177427267.1686,1051.9,807.9
177427269.1686,1051.9,807.9
177427271.1686,1051.9,807.9
177427273.1686,1051.9,807.9
177427275.1686,1051.9,807.9
177427277.1686,1051.9,807.9
177427279.1686,1051.9,807.9
177427281.1686,1051.9,807.9
177427283.1686,1051.9,807.9
177427285.1686,1051.9,807.9
177427287.1686,1051.9,807.9
177427289.1686,1051.9,807.9
177427291.1686,1051.9,807.9
177427293.1686,1051.9,807.9
177427295.1686,1051.9,807.9
177427297.1686,1051.9,807.9
177427299.1686,1051.9,807.9
177427301.1686,1051.9,807.9
177427303.1686,1051.9,807.9
177427305.1686,1051.9,807.9
177427307.1686,1051.9,807.9
177427309.1686,1051.9,807.9
177427311.1686,1051.9,807.9
177427313.1686,1051.9,807.9
177427315.1686,1051.9,807.9
177427317.1686,1051.9,807.9
177427319.1686,1051.9,807.9
177427321.1686,1051.9,807.9
177427323.1686,1051.9,807.9
177427325.1686,1051.9,807.9
177427327.1686,1051.9,807.9
177427329.1686,1051.9,808.0
177427331.1686,1051.9,808.0
177427333.1686,1051.9,808.0
177427335.1686,1051.9,808.0
177427337.1686,1051.9,808.0
177427339.1686,1051.9,808.0
177427341.1686,1051.9,808.0
177427343.1686,1051.9,808.0
177427345.1686,1051.9,808.0
177427347.1686,1051.9,808.0
177427349.1686,1051.9,808.0
177427351.1686,1051.9,808.0
177427353.1686,1051.9,808.0
177427355.1686,1051.9,808.0
177427357.1686,1051.9,808.0
177427359.1686,1051.9,808.0
177427361.1686,1051.9,808.0
177427363.1686,1051.9,808.0
177427365.1686,1051.9,807.9
177427367.1686,1051.9,807.9
177427369.1686,1051.9,807.9
177427371.1686,1051.9,807.9
177427373.1686,1051.9,807.9
177427375.1686,1051.9,807.9
177427377.1686,1051.9,807.9
177427379.1686,1051.9,807.9
177427381.1686,1051.9,807.9
177427383.1686,1051.9,807.9
177427385.1686,1051.9,807.9
177427387.1686,1051.9,807.9
177427389.1686,1051.9,807.9
177427391.1686,1051.9,807.9
177427393.1686,1051.9,807.9
177427395.1686,1051.9,807.9
177427397.1686,1051.9,807.9
177427399.1686,1051.9,808.0
177427401.1686,1051.9,808.0
177427403.1686,1051.9,808.0
177427405.1686,1051.9,808.0
177427407.1686,1051.9,808.0
177427409.1686,1051.9,808.0
177427411.1686,1051.9,808.0
177427413.1686,1051.9,808.0
177427415.1686,1051.9,808.0
177427417.1686,1051.9,807.9
177427419.1686,1051.9,807.6999999999999
177427421.1686,1051.9,807.6999999999999
177427423.1686,1051.9,807.6999999999999
177427425.1686,1051.9,807.6999999999999
177427427.1686,1051.9,807.6999999999999
177427429.1686,1051.9,807.6999999999999
177427431.1686,1051.9,807.6999999999999
177427433.1686,1051.9,807.6999999999999
177427435.1686,1051.9,807.6999999999999
177427437.1686,1051.9,807.6999999999999
177427439.1686,1051.9,807.6999999999999
177427441.1686,1051.9,807.6999999999999
177427443.1686,1051.9,807.6999999999999
177427445.1686,1051.8000000000002,807.6999999999999
177427447.1686,1051.8000000000002,807.6999999999999
177427449.1686,1051.8000000000002,807.6999999999999
177427451.1686,1051.8000000000002,807.6999999999999
177427453.1686,1051.8000000000002,807.6999999999999
177427455.1686,1051.8000000000002,807.6999999999999
177427457.1686,1051.8000000000002,807.6999999999999
177427459.1686,1051.8000000000002,807.6999999999999
177427461.1686,1051.8000000000002,807.6999999999999
177427463.1686,1051.8000000000002,807.6999999999999
177427465.1686,1051.8000000000002,807.6999999999999
177427467.1686,1051.8000000000002,807.6999999999999
177427469.1686,1051.8000000000002,807.6999999999999
177427471.1686,1051.8000000000002,807.6999999999999
177427473.1686,1051.8000000000002,807.8
177427475.1686,1051.8000000000002,807.8
177427477.1686,1051.8000000000002,807.8
177427479.1686,1051.8000000000002,807.8
177427481.1686,1051.8000000000002,807.8
177427483.1686,1051.8000000000002,807.8
177427485.1686,1051.8000000000002,807.9
177427487.1686,1051.8000000000002,807.9
177427489.1686,1051.8000000000002,807.9
177427491.1686,1051.8000000000002,807.9
177427493.1686,1051.8000000000002,807.9
177427495.1686,1051.8000000000002,807.9
177427497.1686,1051.8000000000002,807.9
177427499.1686,1051.8000000000002,807.9
177427501.1686,1051.8000000000002,807.9
177427503.1686,1051.8000000000002,807.9
177427505.1686,1051.8000000000002,807.9
177427507.1686,1051.8000000000002,807.9
177427509.1686,1051.8000000000002,807.9
177427511.1686,1051.8000000000002,807.9
177427513.1686,1051.8000000000002,807.9
177427515.1686,1051.8000000000002,807.9
