Čas (Index),Buy_Price,Sell_Price,Sloupec_3,Sloupec_4,Sloupec_5,Sloupec_6
177428615.1721,1260.5000000000082,1210.9999999999973,3336165,2342287,6258177,30451825
177428617.1721,1260.3000000000081,1210.9999999999973,3336165,2341158,6258177,30452954
177428619.1721,1260.3000000000081,1210.9999999999973,3336206,2314470,6258177,30479642
177428621.1721,1266.100000000008,1210.7999999999972,3336110,2314227,6258273,30479949
177428623.1721,1266.100000000008,1210.8999999999971,3336046,2311767,6258337,30482409
177428625.1721,1266.100000000008,1210.8999999999971,3336046,2383300,6258337,30482556
177428627.1721,1266.100000000008,1210.999999999997,3336046,2383050,6258337,30482806
177428629.1721,1266.100000000008,1210.8999999999971,3336046,2382912,6258337,30482968
177428631.1721,1266.0000000000082,1210.8999999999971,3336061,2382887,6258337,30482993
177428633.1721,1266.0000000000082,1210.8999999999971,3336061,2382308,6258337,30483572
177428635.1721,1265.9000000000083,1210.8999999999971,3336061,2380306,6258337,30485574
177428637.1721,1265.9000000000083,1210.8999999999971,3337085,2380280,6258337,30485600
177428639.1721,1265.9000000000083,1210.999999999997,3337085,2379881,6258337,30485999
177428641.1721,1265.9000000000083,1210.999999999997,3336789,2380503,6258633,30486337
177428643.1721,1265.9000000000083,1210.999999999997,3336789,2380188,6258633,30486652
177428645.1721,1265.9000000000083,1210.8999999999971,3336789,2380164,6258633,30486676
177428647.1721,1265.7000000000082,1210.999999999997,3336997,2379468,6258633,30487822
177428649.1721,1265.7000000000082,1211.099999999997,3336997,2386530,6258633,30487860
177428651.1721,1265.7000000000082,1211.1999999999969,3336997,2384026,6258633,30490364
177428653.1721,1265.7000000000082,1211.1999999999969,3336923,2453185,6258707,30492885
177428655.1721,1265.6000000000083,1211.2999999999968,3337013,2452998,6258707,30493072
177428657.1721,1265.5000000000084,1211.2999999999968,3337741,2460593,6258707,30493477
177428659.1721,1265.5000000000084,1211.3999999999967,3337741,2460375,6258707,30493695
177428661.1721,1265.5000000000084,1211.3999999999967,3337013,2489359,6252161,30341298
177428663.1721,1260.1000000000083,1211.3999999999967,3337013,2489146,6252161,30341511
177428665.1721,1260.1000000000083,1211.3999999999967,3337652,2489146,6252161,30341511
177428667.1721,1260.0000000000084,1211.3999999999967,3339080,2489022,6252161,30341635
177428669.1721,1260.0000000000084,1211.3999999999967,3339080,2488273,6252161,30342384
177428671.1721,1260.0000000000084,1211.3999999999967,3339080,2487964,6252161,30342693
177428673.1721,1260.0000000000084,1211.4999999999966,3338952,2487231,6252289,30343426
177428675.1721,1259.9000000000085,1211.5999999999965,3338952,2518039,6252289,30351292
177428677.1721,1259.9000000000085,1211.5999999999965,3346026,2518038,6252289,30351293
177428679.1721,1259.8000000000086,1211.6999999999964,3345974,2518961,6252341,30351429
177428681.1721,1259.8000000000086,1211.6999999999964,3348590,2518093,6252341,30352297
177428683.1721,1259.8000000000086,1211.5999999999965,3346478,2517954,6252469,30352436
177428685.1721,1259.8000000000086,1211.5999999999965,3346478,2517689,6252469,30352701
177428687.1721,1259.7000000000087,1211.5999999999965,3346867,2517201,6252469,30353213
177428689.1721,1259.6000000000088,1211.5999999999965,3347025,2507483,6252469,30362931
177428691.1721,1259.6000000000088,1211.5999999999965,3347025,2504639,6252469,30365775
177428693.1721,1259.5000000000089,1211.5999999999965,3347025,2503222,6252469,30366133
177428695.1721,1259.400000000009,1211.5999999999965,3347817,2502650,6252469,30366705
177428697.1721,1259.300000000009,1211.5999999999965,3347956,2501559,6252470,30367796
177428699.1721,1259.300000000009,1211.2999999999965,3347956,2319216,6252470,30409300
177428701.1721,1259.2000000000091,1211.2999999999965,3347407,2317841,6252472,30410675
177428703.1721,1259.2000000000091,1211.2999999999965,3347457,2317836,6252478,30410680
177428705.1721,1259.2000000000091,1211.3999999999965,3347457,2317670,6252478,30410846
177428707.1721,1259.300000000009,1211.4999999999964,3347402,2387841,6252482,30411675
177428709.1721,1259.2000000000091,1211.4999999999964,3347402,2389007,6252482,30412509
177428711.1721,1259.2000000000091,1211.4999999999964,3347453,2389175,6252482,30412741
177428713.1721,1259.2000000000091,1211.4999999999964,3347453,2387828,6252482,30414088
177428715.1721,1259.2000000000091,1211.3999999999965,3347437,2384077,6252498,30417839
177428717.1721,1259.2000000000091,1211.3999999999965,3347437,2382545,6252498,30419371
177428719.1721,1259.2000000000091,1211.3999999999965,3347437,2382409,6252498,30419507
177428721.1721,1259.2000000000091,1211.4999999999964,3347437,2381595,6252498,30420321
177428723.1721,1259.2000000000091,1211.4999999999964,3347437,2383136,6252498,30420828
177428725.1721,1259.2000000000091,1211.4999999999964,3347437,2382586,6252498,30421378
177428727.1721,1259.300000000009,1211.3999999999965,3347309,2380667,6252626,30423297
177428729.1721,1259.300000000009,1211.3999999999965,3347309,2380400,6252626,30423564
177428731.1721,1259.2000000000091,1211.3999999999965,3347309,2376485,6252626,30427479
177428733.1721,1259.2000000000091,1211.3999999999965,3347372,2376398,6252626,30427566
177428735.1721,1259.1000000000092,1211.3999999999965,3347372,2375804,6252626,30428160
177428737.1721,1259.1000000000092,1211.3999999999965,3349164,2375386,6252626,30428578
177428739.1721,1259.0000000000093,1211.3999999999965,3349299,2375196,6252626,30428768
177428741.1721,1259.0000000000093,1211.3999999999965,3349423,2374926,6252626,30429038
177428743.0721,1259.0000000000093,1211.3999999999965,3349295,2374742,6252754,30429222
177428745.0721,1259.0000000000093,1211.3999999999965,3349294,2374393,6252755,30429571
177428747.0721,1259.1000000000092,1211.3999999999965,3349038,2374023,6253011,30429941
177428749.0721,1259.1000000000092,1211.3999999999965,3349038,2373587,6253011,30430377
177428751.0721,1259.1000000000092,1211.3999999999965,3349014,2372073,6253035,30431891
177428753.0721,1259.1000000000092,1211.3999999999965,3348994,2371773,6253055,30432191
177428755.0721,1259.1000000000092,1211.3999999999965,3348994,2370735,6253055,30433229
177428757.0721,1259.1000000000092,1211.3999999999965,3348778,2370446,6253271,30433518
177428759.0721,1259.1000000000092,1211.3999999999965,3348777,2364565,6253272,30439399
177428761.0721,1259.1000000000092,1211.3999999999965,3348649,2363458,6253400,30440506
177428763.0721,1259.1000000000092,1211.3999999999965,3348649,2363211,6253400,30440753
177428765.0721,1259.1000000000092,1211.3999999999965,3348649,2363211,6253400,30440753
177428767.0721,1259.1000000000092,1211.3999999999965,3348649,2363190,6253400,30440774
177428769.0721,1259.1000000000092,1211.3999999999965,3348649,2362286,6253400,30441678
177428771.0721,1259.0000000000093,1211.3999999999965,3348792,2362241,6253401,30441723
177428773.0721,1259.0000000000093,1211.3999999999965,3348792,2361783,6253401,30442181
177428775.0721,1259.0000000000093,1213.7999999999965,3348792,2362020,6253401,30442200
177428777.0721,1259.0000000000093,1211.3999999999965,3348792,2361678,6253401,30442542
177428779.0721,1258.9000000000094,1211.3999999999965,3349128,2361910,6253401,30442566
177428781.0721,1258.9000000000094,1211.3999999999965,3349128,2358187,6253401,30446289
177428783.0721,1258.9000000000094,1211.3999999999965,3349128,2356809,6253401,30447667
177428785.0721,1258.9000000000094,1211.3999999999965,3349128,2356419,6253401,30448057
177428787.0721,1258.9000000000094,1211.3999999999965,3349128,2356419,6253401,30448057
177428789.0721,1258.9000000000094,1211.3999999999965,3349123,2356126,6253406,30448350
177428791.0721,1258.9000000000094,1211.3999999999965,3349123,2355680,6253406,30448796
177428793.0721,1258.9000000000094,1211.3999999999965,3349123,2355462,6253406,30449014
177428795.0721,1258.9000000000094,1211.3999999999965,3349123,2353332,6253406,30451144
177428797.0721,1258.9000000000094,1211.3999999999965,3349123,2353332,6253406,30451144
177428799.0721,1258.9000000000094,1211.3999999999965,3349123,2350700,6253406,30453776
177428801.0721,1258.9000000000094,1211.3999999999965,3349123,2350700,6253406,30453776
177428803.0721,1258.8000000000095,1211.3999999999965,3350846,2321140,6253406,30478265
177428805.0721,1258.8000000000095,1211.3999999999965,3350845,2320620,6253407,30478785
177428807.0721,1258.8000000000095,1211.4999999999964,3343224,2340253,6253407,30479152
177428809.0721,1258.8000000000095,1211.4999999999964,3343224,2339737,6253407,30479668
177428811.0721,1258.8000000000095,1211.4999999999964,3343216,2339691,6253415,30479714
177428813.0721,1258.8000000000095,1211.4999999999964,3343216,2339668,6253415,30479737
177428815.0721,1258.8000000000095,1211.4999999999964,3343216,2339446,6253415,30479959
177428817.0721,1258.8000000000095,1211.4999999999964,3343216,2336328,6253415,30483077
177428819.0721,1258.8000000000095,1211.4999999999964,3343216,2336165,6253415,30483240
177428821.0721,1258.8000000000095,1211.4999999999964,3343216,2335966,6253415,30483439
177428823.0721,1258.8000000000095,1211.4999999999964,3343216,2335930,6253415,30483475
177428825.0721,1258.8000000000095,1211.4999999999964,3343216,2335687,6253415,30483718
177428827.0721,1258.8000000000095,1211.4999999999964,3343192,2335687,6253439,30483718
177428829.0721,1258.8000000000095,1211.4999999999964,3342168,2335635,6255423,30483770
177428831.0721,1258.8000000000095,1211.4999999999964,3342476,2335533,6255431,30483872
177428833.0721,1259.9000000000094,1211.4999999999964,3339280,2335533,6257351,30483872
177428835.0721,1259.9000000000094,1211.4999999999964,3335440,2333467,6261191,30485938
177428837.0721,1259.9000000000094,1211.4999999999964,3333520,2333396,6263111,30486009
177428839.0721,1266.8000000000095,1211.4999999999964,3329680,2332073,6266951,30487332
177428841.0721,1267.6000000000095,1211.4999999999964,3325840,2331582,6238317,30364359
177428843.0721,1274.9000000000094,1211.5999999999963,3324259,2331342,6240237,30364599
177428845.0721,1275.0000000000093,1211.4999999999964,3320499,2331091,6244077,30365106
177428847.0721,1282.8000000000093,1211.4999999999964,3318579,2330032,6245997,30366165
177428849.0721,1282.8000000000093,1211.4999999999964,3314739,2329403,6249837,30366794
177428851.0721,1282.8000000000093,1211.4999999999964,3310897,2328958,6253679,30367239
177428853.0721,1282.8000000000093,1211.4999999999964,3308977,2328958,6255599,30367239
177428855.0721,1282.8000000000093,1211.4999999999964,3305137,2328702,6259439,30367495
177428857.0721,1282.8000000000093,1210.7999999999963,3301297,2308265,6263279,30387932
177428859.0721,1283.0000000000093,1210.7999999999963,3299460,2307552,6265199,30388645
177428861.0721,1283.0000000000093,1210.7999999999963,3295620,2294801,6269039,30401396
177428863.0721,1283.0000000000093,1210.8999999999962,3291779,2294229,6272880,30401968
177428865.0721,1283.0000000000093,1210.9999999999961,3289859,2316746,6274800,30402451
177428867.0721,1283.0000000000093,1210.9999999999961,3286015,2319676,6278644,30402593
177428869.0721,1283.0000000000093,1210.8999999999962,3284087,2314893,6280572,30407376
177428871.0721,1283.0000000000093,1210.8999999999962,3284087,2313660,6280572,30408609
177428873.0721,1283.0000000000093,1210.8999999999962,3282095,2313564,6282564,30408705
177428875.0721,1283.0000000000093,1210.8999999999962,3280175,2309205,6284484,30413064
177428877.0721,1282.9000000000094,1210.8999999999962,3276335,2308129,6288324,30414300
177428879.0721,1283.0000000000093,1210.9999999999961,3272795,2308763,6292164,30414306
177428881.0721,1283.0000000000093,1210.8999999999962,3267939,2308331,6297020,30414738
177428883.0721,1283.0000000000093,1210.8999999999962,3264099,2307631,6300860,30415438
177428885.0721,1283.0000000000093,1210.8999999999962,3260643,2307348,6304316,30415721
177428887.0721,1283.0000000000093,1210.8999999999962,3255586,2307287,6309373,30415782
177428889.0721,1283.0000000000093,1210.8999999999962,3253858,2306516,6313213,30416553
177428891.0721,1283.0000000000093,1210.8999999999962,3251426,2305481,6315645,30417588
177428893.0721,1283.0000000000093,1210.9999999999961,3247586,2305864,6319485,30417845
177428895.0721,1283.0000000000093,1210.9999999999961,3243995,2305845,6323389,30417876
177428897.0721,1283.0000000000093,1210.8999999999962,3242069,2305845,6325315,30417876
177428899.0721,1283.0000000000093,1210.8999999999962,3236565,2303893,6330819,30419828
177428901.0721,1283.0000000000093,1210.8999999999962,3231125,2303891,6336259,30419830
177428903.0721,1288.4000000000094,1210.8999999999962,3176592,2303891,6339779,30419830
177428905.0721,1289.0000000000093,1210.8999999999962,3170415,2301270,6345219,30422451
177428907.0721,1289.0000000000093,1210.8999999999962,3166559,2299977,6349075,30423744
177428909.0721,1289.0000000000093,1210.9999999999961,3164965,2301253,6350995,30423748
177428911.0721,1289.0000000000093,1210.9999999999961,3161123,2300805,6354837,30424196
177428913.0721,1289.0000000000093,1210.9999999999961,3159203,2294702,6356757,30424313
177428915.0721,1289.0000000000093,1210.9999999999961,3155436,2294560,6360597,30424455
177428917.0721,1298.8000000000093,1210.9999999999961,3151571,2294378,6364462,30424637
177428919.0721,1298.9000000000092,1239.9999999999961,3149651,2344102,6366382,30424913
177428921.0721,1335.000000000009,1249.9999999999961,3145258,2487573,6370222,30424913
177428923.0721,1334.9000000000092,1250.099999999996,3145258,2544707,6370222,30426029
177428925.0721,1334.9000000000092,1254.9999999999961,3145394,2615360,6370222,30427167
177428927.0721,1334.8000000000093,1255.099999999996,3145408,2614449,6370222,30428078
177428929.0721,1334.9000000000092,1254.9999999999961,3145280,2615044,6370350,30428763
177428931.0721,1334.8000000000093,1254.9999999999961,3145753,2610174,6370358,30433633
177428933.0721,1334.8000000000093,1254.9999999999961,3145753,2610099,6370358,30433708
177428935.0721,1334.8000000000093,1254.9999999999961,3145753,2609523,6370358,30434284
177428937.0721,1334.8000000000093,1254.9999999999961,3145753,2609145,6370358,30434662
177428939.0721,1334.7000000000094,1254.9999999999961,3146620,2608161,6370358,30435646
177428941.0721,1334.7000000000094,1254.9999999999961,3146620,2607557,6370358,30436250
177428943.0721,1334.5000000000093,1254.9999999999961,3146734,2604767,6370358,30439040
177428945.0721,1334.4000000000094,1254.9999999999961,3146319,2604379,6372406,30439428
177428947.0721,1334.9000000000094,1254.9999999999961,3144384,2602821,6374390,30440986
177428949.0721,1335.0000000000093,1254.9999999999961,3138532,2599062,6380374,30444745
177428951.0721,1335.0000000000093,1254.9999999999961,3134692,2598929,6384214,30444878
177428953.0721,1335.0000000000093,1254.9999999999961,3132772,2598903,6386134,30444968
177428955.0721,1335.0000000000093,1254.9999999999961,3128932,2598701,6389974,30445170
177428957.0721,1347.7000000000094,1254.9999999999961,3124339,2598640,6393814,30445231
177428959.0721,1364.5000000000093,1255.099999999996,3122355,2596650,6395798,30447221
177428961.0721,1363.0000000000093,1255.099999999996,3118259,2594520,6399894,30459351
177428963.0721,1363.0000000000093,1255.099999999996,3126339,2622069,6401814,30459802
177428965.0721,1363.0000000000093,1255.199999999996,3122019,2624213,6406134,30459898
177428967.0721,1362.9000000000094,1255.199999999996,3118179,2624011,6409974,30460100
177428969.0721,1362.9000000000094,1255.199999999996,3118565,2623878,6410038,30460233
177428971.0721,1362.9000000000094,1255.199999999996,3118533,2623125,6410070,30460986
177428973.0721,1362.9000000000094,1255.199999999996,3118532,2622121,6410071,30461990
177428975.0721,1362.8000000000095,1255.199999999996,3118550,2622023,6410071,30462088
177428977.0721,1362.6000000000095,1255.099999999996,3120790,2621938,6410071,30462173
177428979.0721,1362.6000000000095,1255.199999999996,3120800,2631707,6410073,30462404
177428981.0721,1362.6000000000095,1255.2999999999959,3120800,2632480,6410073,30462417
177428983.0721,1362.5000000000095,1255.2999999999959,3120799,2632385,6410074,30462512
177428985.0721,1362.5000000000095,1255.2999999999959,3120798,2632365,6410075,30462532
177428987.0721,1362.5000000000095,1255.199999999996,3120798,2632022,6410075,30462875
177428989.0721,1362.5000000000095,1255.199999999996,3120796,2631683,6410077,30463214
177428991.0721,1362.5000000000095,1255.199999999996,3120784,2631519,6410089,30463378
177428993.0721,1362.5000000000095,1255.199999999996,3120784,2631414,6410089,30463483
177428995.0721,1363.0000000000095,1255.2999999999959,3117951,2631153,6413033,30463744
177428997.0721,1364.5000000000095,1255.2999999999959,3116479,2631353,6414505,30463800
177428999.0721,1364.5000000000095,1255.499999999996,3113631,2631191,6417385,30464986
177429001.0721,1364.5000000000095,1255.499999999996,3110751,2633124,6420265,30465293
177429003.0721,1364.5000000000095,1255.499999999996,3109343,2632825,6421673,30465592
177429005.0721,1364.5000000000095,1255.499999999996,3106463,2632161,6424553,30466256
177429007.0721,1364.5000000000095,1255.399999999996,3103603,2631800,6427433,30466617
177429009.0721,1364.4000000000096,1255.099999999996,3104371,2622855,6428905,30475562
177429011.0721,1364.5000000000095,1254.9999999999961,3101427,2620995,6431849,30477422
177429013.0721,1364.4000000000096,1254.9999999999961,3098647,2594198,6434729,30477785
177429015.0721,1364.5000000000095,1254.9999999999961,3097355,2594105,6436137,30477878
177429017.0721,1364.5000000000095,1254.9999999999961,3094475,2592514,6439017,30479469
177429019.0721,1364.4000000000096,1255.099999999996,3091595,2593502,6421957,30375801
177429021.0721,1364.2000000000096,1254.9999999999961,3092240,2591035,6423429,30378268
177429023.0721,1364.5000000000095,1254.9999999999961,3091600,2590841,6426309,30378462
177429025.0721,1364.5000000000095,1255.099999999996,3088720,2591499,6429189,30378828
177429027.0721,1364.5000000000095,1255.199999999996,3088734,2592295,6429189,30379056
177429029.0721,1364.4000000000096,1255.199999999996,3089240,2591838,6429195,30379513
177429031.0721,1364.4000000000096,1255.2999999999959,3089275,2619789,6429197,30379562
177429033.0721,1364.4000000000096,1255.3999999999958,3089259,2622029,6429213,30379562
177429035.0721,1364.4000000000096,1255.3999999999958,3089259,2622029,6429213,30379562
177429037.0721,1364.3000000000097,1255.4999999999957,3089445,2620297,6429213,30381294
177429039.0721,1364.2000000000098,1255.3999999999958,3090725,2620181,6429213,30381414
177429041.0721,1364.2000000000098,1255.3999999999958,3090725,2592181,6429213,30381414
177429043.0721,1364.0000000000098,1255.0999999999958,3090725,2591902,6429213,30381693
177429045.0721,1364.0000000000098,1254.999999999996,3093053,2585298,6429213,30388297
177429047.0721,1364.0000000000098,1254.999999999996,3094352,2585095,6429213,30388500
177429049.0721,1364.0000000000098,1254.999999999996,3094352,2582719,6429213,30390876
177429051.0721,1363.5000000000098,1254.999999999996,3099664,2568975,6429213,30404620
177429053.0721,1363.1000000000097,1254.999999999996,3106575,2567044,6429214,30406551
177429055.0721,1363.0000000000098,1254.999999999996,3111242,2512092,6429214,30406568
177429057.0721,1362.9000000000099,1254.999999999996,3111394,2512070,6429214,30406590
177429059.0721,1363.10000000001,1254.999999999996,3110114,2511400,6430494,30407260
177429061.0721,1363.00000000001,1254.999999999996,3109794,2509849,6433054,30408811
177429063.0721,1363.20000000001,1254.999999999996,3108514,2509565,6434334,30409095
177429065.1721,1363.40000000001,1254.999999999996,3105506,2508501,6437342,30410159
177429067.0721,1363.50000000001,1255.0999999999958,3103202,2507301,6439646,30413599
177429069.0721,1363.70000000001,1255.0999999999958,3100730,2507025,6442206,30413875
177429071.0721,1363.70000000001,1255.0999999999958,3098106,2506589,6444830,30414311
177429073.0721,1363.80000000001,1254.999999999996,3096796,2505396,6446140,30415504
177429075.0721,1363.9000000000099,1254.999999999996,3092557,2505270,6448992,30415630
177429077.0721,1364.10000000001,1254.999999999996,3089994,2503713,6451555,30417187
177429079.0721,1364.4000000000099,1255.0999999999958,3090167,2502996,6452835,30417904
177429081.0721,1364.5000000000098,1255.0999999999958,3087607,2504919,6455395,30418221
177429083.0721,1364.5000000000098,1255.0999999999958,3085114,2504168,6457955,30418972
177429085.0721,1364.5000000000098,1255.0999999999958,3083819,2503332,6459250,30419808
177429087.0721,1364.5000000000098,1254.999999999996,3081297,2503184,6461810,30419956
177429089.0721,1364.4000000000099,1249.999999999996,3080961,2487914,6464386,30435226
177429091.0721,1364.5000000000098,1249.999999999996,3079681,2487896,6465666,30435244
177429093.0721,1364.5000000000098,1249.999999999996,3077121,2487751,6468226,30435389
177429095.0721,1364.5000000000098,1249.999999999996,3074561,2487640,6470786,30435500
177429097.0721,1364.5000000000098,1249.999999999996,3073211,2487569,6472136,30435571
177429099.0721,1364.5000000000098,1249.999999999996,3071197,2487116,6474696,30436024
177429101.0721,1364.5000000000098,1249.999999999996,3069917,2485483,6475976,30437657
177429103.0721,1364.5000000000098,1249.999999999996,3066397,2485135,6479496,30438005
177429105.0721,1364.4000000000099,1249.999999999996,3063773,2479377,6482120,30443763
177429107.0721,1364.5000000000098,1249.999999999996,3062623,2440187,6483400,30481592
177429109.0721,1364.5000000000098,1249.999999999996,3060063,2440027,6485960,30481752
177429111.0721,1364.5000000000098,1249.999999999996,3057503,2438820,6488520,30482959
177429113.0721,1365.6000000000097,1249.999999999996,3052350,2432747,6490312,30489032
177429115.0721,1365.6000000000097,1249.999999999996,3049790,2430430,6492872,30491861
177429117.0721,1365.6000000000097,1249.999999999996,3048509,2430081,6494153,30492210
177429119.0721,1365.6000000000097,1249.999999999996,3045949,2429110,6496713,30493437
177429121.0721,1365.6000000000097,1249.999999999996,3043388,2428919,6499274,30493628
177429123.0721,1365.6000000000097,1249.999999999996,3042546,2427980,6500554,30494567
177429125.0721,1365.6000000000097,1249.999999999996,3039986,2427178,6503114,30495369
177429127.0721,1365.6000000000097,1249.999999999996,3037426,2426248,6505674,30496299
177429129.0721,1365.5000000000098,1250.0999999999958,3037425,2428349,6505675,30496310
177429131.0721,1365.5000000000098,1250.0999999999958,3037675,2427864,6505683,30496795
177429133.0721,1365.5000000000098,1239.999999999996,3037669,2427635,6505689,30497024
177429135.0721,1365.4000000000099,1239.999999999996,3039779,2405519,6505691,30519140
177429137.0721,1365.4000000000099,1239.999999999996,3039776,2352934,6505694,30521614
177429139.0721,1365.4000000000099,1239.999999999996,3039746,2352502,6505724,30522046
177429141.0721,1365.30000000001,1239.999999999996,3039824,2352203,6505724,30522345
177429143.0721,1365.30000000001,1239.999999999996,3039821,2351990,6505727,30522558
177429145.0721,1365.30000000001,1240.0999999999958,3039821,2348772,6505727,30527312
177429147.0721,1365.4000000000099,1240.0999999999958,3039629,2348739,6505919,30527345
177429149.0721,1365.30000000001,1240.0999999999958,3039501,2348563,6506047,30527521
177429151.0721,1365.20000000001,1240.0999999999958,3041447,2348563,6506047,30527521
177429153.0721,1365.20000000001,1240.0999999999958,3041447,2347940,6506047,30528144
177429155.0721,1365.20000000001,1240.0999999999958,3041447,2347886,6506047,30528198
177429157.0721,1365.1000000000101,1239.999999999996,3040198,2347255,6506050,30528829
177429159.0721,1365.1000000000101,1239.999999999996,3040198,2347123,6506050,30528961
177429161.0721,1365.1000000000101,1239.999999999996,3040198,2346599,6506050,30529485
177429163.0721,1365.0000000000102,1239.999999999996,3042029,2345311,6506050,30530773
177429165.0721,1364.9000000000103,1239.999999999996,3042029,2345494,6506050,30530846
177429167.0721,1364.9000000000103,1239.999999999996,3042687,2345129,6506050,30531211
177429169.0721,1365.0000000000102,1239.999999999996,3042687,2343582,6506050,30532758
177429171.0721,1365.0000000000102,1239.999999999996,3039256,2343366,6507650,30532974
177429173.0721,1365.0000000000102,1246.2999999999959,3039255,2343047,6507651,30533293
177429175.0721,1365.0000000000102,1239.999999999996,3039238,2342874,6507668,30533722
177429177.0721,1365.0000000000102,1239.999999999996,3039238,2342029,6507668,30534567
177429179.0721,1365.0000000000102,1239.999999999996,3039238,2341895,6507668,30534701
177429181.0721,1365.0000000000102,1239.999999999996,3038977,2341424,6507929,30535172
177429183.0721,1365.0000000000102,1239.999999999996,3038976,2340970,6507930,30535626
177429185.0721,1365.0000000000102,1239.999999999996,3038976,2340244,6507930,30536352
177429187.0721,1365.0000000000102,1239.999999999996,3038975,2339392,6507931,30537204
177429189.0721,1365.0000000000102,1239.999999999996,3038975,2329363,6507931,30547233
177429191.0721,1365.0000000000102,1239.999999999996,3038967,2328308,6507939,30548288
177429193.0721,1365.0000000000102,1239.999999999996,3038775,2327352,6508131,30549244
177429195.0721,1365.0000000000102,1239.999999999996,3038775,2326684,6508131,30549912
177429197.0721,1365.0000000000102,1239.999999999996,3038775,2326452,6508131,30550144
177429199.0721,1365.0000000000102,1239.999999999996,3038775,2326106,6508131,30550490
177429201.0721,1365.0000000000102,1239.999999999996,3038775,2326078,6500048,30475843
177429203.0721,1364.9000000000103,1239.999999999996,3040384,2326043,6500049,30475878
177429205.0721,1364.9000000000103,1239.999999999996,3040384,2324698,6500049,30477223
177429207.0721,1364.9000000000103,1239.999999999996,3040384,2324691,6500049,30477230
177429209.0721,1364.8000000000104,1239.999999999996,3040384,2321790,6500049,30480131
177429211.0721,1364.9000000000103,1239.999999999996,3040791,2320222,6500049,30481699
177429213.0721,1364.9000000000103,1239.999999999996,3038527,2319903,6501906,30482018
177429215.0721,1364.9000000000103,1239.999999999996,3038526,2319115,6501907,30482806
177429217.0721,1364.9000000000103,1240.0999999999958,3038526,2318840,6501907,30483081
177429219.0721,1364.9000000000103,1240.1999999999957,3038526,2319298,6501907,30483135
177429221.0721,1364.9000000000103,1240.1999999999957,3038526,2320119,6501907,30484554
177429223.0721,1364.9000000000103,1240.2999999999956,3038526,2320008,6501907,30484665
177429225.0721,1365.1000000000104,1240.1999999999957,3038462,2319807,6501971,30484994
177429227.0721,1365.1000000000104,1240.0999999999958,3038270,2319482,6502163,30485319
177429229.0721,1365.0000000000105,1240.0999999999958,3040509,2319149,6502164,30485652
177429231.0721,1365.0000000000105,1239.999999999996,3042749,2318555,6502164,30486246
177429233.0721,1365.0000000000105,1239.999999999996,3042749,2316941,6502164,30487860
177429235.0721,1365.0000000000105,1239.999999999996,3042749,2315152,6502164,30489649
177429237.0721,1365.0000000000105,1239.999999999996,3042749,2313038,6502164,30491763
177429239.0721,1365.0000000000105,1239.999999999996,3042749,2312123,6502164,30492678
177429241.0721,1365.0000000000105,1239.999999999996,3042749,2312108,6502164,30492693
177429243.0721,1365.0000000000105,1239.999999999996,3042749,2310831,6502164,30493970
177429245.0721,1365.0000000000105,1239.999999999996,3042749,2382009,6502164,30494472
177429247.0721,1364.9000000000106,1239.999999999996,3042794,2381928,6502164,30494553
177429249.0721,1364.9000000000106,1239.999999999996,3042794,2380838,6502164,30495643
177429251.0721,1365.0000000000105,1239.999999999996,3039978,2380606,6502740,30495875
177429253.0721,1364.9000000000106,1239.999999999996,3041687,2380505,6502740,30495976
177429255.0721,1352.4000000000106,1239.999999999996,3040123,2378142,6502936,30498339
177429257.0721,1352.3000000000106,1239.999999999996,3040229,2378016,6502936,30498465
177429259.0721,1360.0000000000107,1239.999999999996,3049973,2376900,6503192,30499581
177429261.0721,1359.9000000000108,1239.999999999996,3051106,2376900,6503576,30499581
177429263.0721,1359.9000000000108,1239.999999999996,3050914,2372344,6503768,30504137
177429265.0721,1359.9000000000108,1239.999999999996,3050904,2372195,6503778,30504286
177429267.0721,1359.9000000000108,1239.999999999996,3050904,2371999,6503778,30504482
177429269.0721,1359.9000000000108,1239.999999999996,3050904,2371880,6503778,30504601
177429271.0721,1359.9000000000108,1239.999999999996,3050903,2371273,6503779,30505208
177429273.0721,1359.9000000000108,1239.999999999996,3050903,2370631,6503779,30505850
177429275.0721,1359.9000000000108,1239.999999999996,3050838,2370429,6503844,30506052
177429277.0721,1359.9000000000108,1240.0999999999958,3050838,2368968,6503844,30507513
177429279.0721,1359.9000000000108,1240.0999999999958,3050837,2397691,6503845,30507790
177429281.0721,1359.9000000000108,1240.0999999999958,3050837,2397363,6503845,30508118
177429283.0721,1359.8000000000109,1240.0999999999958,3050837,2396242,6503845,30509239
177429285.0721,1359.700000000011,1240.0999999999958,3050971,2394045,6503845,30511436
177429287.0721,1359.700000000011,1240.0999999999958,3051123,2392589,6503845,30512892
177429289.0721,1359.600000000011,1240.0999999999958,3052147,2392132,6503845,30513349
177429291.0721,1359.600000000011,1240.0999999999958,3052019,2390503,6503973,30514978
177429293.0721,1359.5000000000111,1240.0999999999958,3052706,2390178,6503973,30515815
177429295.0721,1359.300000000011,1240.0999999999958,3053826,2385751,6503973,30520242
177429297.0721,1359.300000000011,1240.0999999999958,3053976,2383261,6503974,30522732
177429299.0721,1359.300000000011,1240.0999999999958,3053848,2381654,6504102,30524339
177429301.0721,1359.2000000000112,1240.0999999999958,3054968,2380798,6504102,30525195
